uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_1809,No,Urban,No,1.0,70,Female,Head of Household,Widowed,No formal education,No Income
uniqueid_6617,No,Urban,No,,32,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_65,No,Urban,No,,75,Male,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_1354,No,Urban,No,2.0,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5251,No,Urban,Yes,1.0,30,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_5696,No,Urban,Yes,1.0,48,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_6175,No,Rural,No,3.0,17,Male,Other non-relatives,Divorced/Seperated,Secondary education,Remittance Dependent
uniqueid_6014,No,Urban,No,,75,Female,Child,Widowed,No formal education,Government Dependent
uniqueid_5166,No,Rural,No,2.0,26,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_4547,No,Rural,Yes,5.0,18,Female,Parent,Divorced/Seperated,Secondary education,No Income
uniqueid_3972,No,Rural,Yes,1.0,42,Female,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_5202,No,Urban,No,3.0,21,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
uniqueid_603,No,Rural,Yes,2.0,28,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_1157,No,Urban,No,2.0,40,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_2589,No,Urban,Yes,2.0,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_218,No,Urban,No,3.0,40,Female,Parent,Widowed,Primary education,Self employed
uniqueid_4701,No,Urban,Yes,2.0,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2444,No,Urban,Yes,,42,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_1496,No,Rural,No,,68,Female,Head of Household,Single/Never Married,Primary education,Government Dependent
uniqueid_429,No,Rural,No,7.0,18,Female,Parent,Divorced/Seperated,Secondary education,No Income
uniqueid_3089,No,Rural,Yes,3.0,40,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_3411,No,Urban,No,1.0,38,Female,Head of Household,Married/Living together,Secondary education,Self employed
uniqueid_1134,No,Rural,Yes,1.0,26,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
uniqueid_2244,No,Urban,Yes,3.0,90,Female,Head of Household,Widowed,Tertiary education,No Income
uniqueid_2673,No,Rural,Yes,1.0,22,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_5533,No,Urban,No,2.0,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2148,No,Urban,Yes,,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5792,No,Urban,Yes,,37,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2565,No,Urban,No,4.0,21,Female,Parent,Single/Never Married,Primary education,Self employed
uniqueid_4725,No,Urban,Yes,5.0,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
uniqueid_3908,No,Rural,Yes,4.0,60,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_3634,Yes,Rural,Yes,2.0,50,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
uniqueid_913,No,Urban,Yes,2.0,22,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_1025,Yes,Urban,Yes,1.0,46,Female,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_5731,No,Urban,Yes,2.0,39,Female,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_692,No,Urban,Yes,,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5676,No,Urban,No,2.0,35,Female,Parent,Divorced/Seperated,No formal education,Self employed
uniqueid_3593,No,Urban,No,2.0,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4535,No,Urban,Yes,2.0,32,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_1491,No,Urban,Yes,,35,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4962,No,Urban,No,1.0,37,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_3169,No,Rural,Yes,,61,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_596,No,Urban,No,5.0,18,Female,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_3338,No,Rural,Yes,2.0,35,Female,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_2745,Yes,Rural,Yes,2.0,58,Female,Head of Household,Widowed,Tertiary education,Formally employed Private
uniqueid_2723,No,Urban,Yes,1.0,25,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_3759,No,Urban,No,2.0,27,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_14,No,Urban,Yes,2.0,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2008,No,Urban,No,2.0,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_6086,No,Urban,No,1.0,81,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_1158,No,Rural,Yes,1.0,26,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
uniqueid_6466,No,Urban,No,,58,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_1382,No,Urban,Yes,2.0,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1769,No,Urban,Yes,2.0,63,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_2596,No,Urban,Yes,3.0,42,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_4872,No,Rural,Yes,2.0,23,Female,Parent,Married/Living together,No formal education,Self employed
uniqueid_1175,No,Urban,No,2.0,41,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_1961,No,Urban,Yes,2.0,25,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_5984,Yes,Rural,Yes,2.0,67,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
uniqueid_2479,No,Urban,Yes,2.0,67,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5427,No,Urban,No,2.0,82,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_2695,No,Urban,No,,73,Male,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_3132,No,Urban,No,1.0,32,Male,Child,Single/Never Married,Primary education,Self employed
uniqueid_6623,No,Urban,No,2.0,29,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_99,No,Rural,Yes,2.0,24,Female,Spouse,Single/Never Married,Primary education,No Income
uniqueid_696,No,Urban,No,2.0,26,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_2237,No,Rural,Yes,1.0,38,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
uniqueid_468,No,Urban,No,3.0,47,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_1000,No,Urban,Yes,,31,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_224,Yes,Rural,Yes,3.0,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1563,No,Urban,No,3.0,20,Female,Parent,Divorced/Seperated,Primary education,Self employed
uniqueid_6359,No,Rural,Yes,2.0,29,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
uniqueid_762,No,Urban,Yes,2.0,26,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
uniqueid_3535,No,Urban,No,2.0,40,Male,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_1750,Yes,Urban,Yes,2.0,38,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
uniqueid_1723,No,Urban,No,1.0,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1125,No,Urban,No,2.0,36,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_1584,No,Urban,Yes,2.0,30,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_1092,No,Urban,No,5.0,40,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_3855,Yes,Rural,Yes,2.0,24,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
uniqueid_5117,No,Urban,Yes,2.0,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2884,No,Rural,Yes,,50,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1540,No,Urban,Yes,1.0,23,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_1420,No,Urban,No,2.0,19,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_584,No,Urban,Yes,2.0,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_4311,No,Urban,Yes,1.0,65,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5187,No,Urban,Yes,2.0,50,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6613,No,Rural,Yes,2.0,20,Female,Other relative,Divorced/Seperated,Secondary education,Informally employed
uniqueid_797,No,Urban,Yes,2.0,32,Male,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_1892,No,Urban,Yes,2.0,22,Female,Spouse,Single/Never Married,Tertiary education,Self employed
uniqueid_3967,Yes,Rural,Yes,4.0,29,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
uniqueid_1811,No,Urban,No,2.0,32,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_80,No,Rural,No,2.0,18,Male,Child,Divorced/Seperated,Secondary education,Informally employed
uniqueid_6426,No,Urban,No,2.0,40,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
uniqueid_5110,No,Urban,No,2.0,30,Female,Spouse,Single/Never Married,Primary education,Informally employed
uniqueid_699,No,Urban,No,2.0,70,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_4596,No,Urban,No,2.0,35,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_350,No,Urban,No,2.0,31,Male,Parent,Married/Living together,Primary education,Self employed
uniqueid_1436,Yes,Urban,Yes,2.0,25,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_2517,No,Urban,Yes,2.0,23,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1346,No,Urban,Yes,3.0,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_3204,Yes,Rural,Yes,2.0,62,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
uniqueid_6045,No,Urban,No,2.0,28,Female,Spouse,Single/Never Married,Primary education,No Income
uniqueid_5612,No,Urban,Yes,3.0,50,Male,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_4634,No,Urban,Yes,3.0,40,Female,Spouse,Single/Never Married,No formal education,Government Dependent
uniqueid_1124,No,Urban,Yes,2.0,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_2791,No,Urban,No,2.0,22,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_1777,No,Rural,Yes,3.0,18,Male,Other relative,Divorced/Seperated,Primary education,Formally employed Private
uniqueid_1905,No,Urban,No,2.0,20,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_1289,No,Rural,Yes,4.0,17,Male,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
uniqueid_2892,No,Urban,No,1.0,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1079,No,Rural,Yes,2.0,28,Female,Spouse,Single/Never Married,Primary education,No Income
uniqueid_3916,No,Rural,No,2.0,43,Female,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_1936,No,Urban,No,2.0,18,Male,Other relative,Divorced/Seperated,Primary education,No Income
uniqueid_5906,No,Urban,No,2.0,30,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_4946,No,Urban,Yes,1.0,46,Male,Head of Household,Widowed,Tertiary education,Self employed
uniqueid_5801,No,Urban,Yes,,35,Male,Head of Household,Single/Never Married,No formal education,Self employed
uniqueid_5864,Yes,Urban,Yes,,68,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
uniqueid_849,No,Urban,Yes,3.0,70,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_1560,No,Urban,Yes,1.0,34,Female,Head of Household,Widowed,Primary education,Government Dependent
uniqueid_4568,No,Rural,No,5.0,19,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
uniqueid_64,No,Urban,No,2.0,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_211,No,Urban,No,2.0,36,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
uniqueid_6151,Yes,Urban,Yes,1.0,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
uniqueid_5494,No,Urban,No,1.0,30,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_5188,No,Urban,Yes,3.0,60,Female,Child,Widowed,Primary education,No Income
uniqueid_3842,No,Urban,Yes,6.0,70,Female,Spouse,Single/Never Married,No formal education,Self employed
uniqueid_452,No,Urban,Yes,2.0,77,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_5124,No,Urban,No,4.0,49,Female,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_1962,No,Urban,No,3.0,50,Female,Child,Widowed,No formal education,Remittance Dependent
uniqueid_513,No,Urban,Yes,2.0,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_864,No,Urban,No,2.0,17,Male,Other relative,Divorced/Seperated,Tertiary education,Informally employed
uniqueid_2848,No,Urban,No,2.0,16,Female,Parent,Divorced/Seperated,Secondary education,Self employed
uniqueid_3178,No,Urban,No,1.0,68,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
uniqueid_398,No,Rural,No,3.0,33,Female,Spouse,Single/Never Married,Primary education,Government Dependent
uniqueid_1050,No,Urban,No,2.0,25,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_2419,No,Urban,No,2.0,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5844,No,Urban,No,2.0,19,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_574,No,Urban,No,2.0,52,Male,Head of Household,Single/Never Married,Secondary education,Self employed
uniqueid_2013,No,Urban,No,3.0,21,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_16,No,Urban,No,5.0,17,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent
uniqueid_340,No,Rural,No,3.0,70,Female,Child,Widowed,Primary education,No Income
uniqueid_3845,No,Urban,Yes,,34,Female,Spouse,Single/Never Married,Primary education,Self employed
uniqueid_1846,No,Rural,Yes,5.0,18,Male,Parent,Divorced/Seperated,Tertiary education,No Income
